ThyseenKrupp Elevator(India)Pvt.ltd,Y2.0BC3-H,,AWW,单,DC110V,410*7*10*16-3C,有,富士,海1387,10米,
ThyseenKrupp Elevator(India)Pvt.ltd,Y2.0F3-H,,DNN,单,DC110V,480*8*12*18-3D,有,富士,海1387,10米,
ThyseenKrupp Elevator(India)Pvt.ltd,Y2.5A3-H,,AWW,单,DC110V,410*5*10*16-3C,有,富士,海1387,10米,
ThyseenKrupp Elevator(India)Pvt.ltd,Y2.5B3-H,,ANN,单,DC110V,410*6*10*16-3C,有,富士,海1387,10米,
ThyseenKrupp Elevator(India)Pvt.ltd,Y2.5BC3-H,,AWW,单,DC110V,410*7*10*16-3C,有,富士,海1387,10米,
ThyseenKrupp Elevator(India)Pvt.ltd,Y2.5D3-H,,AWW,单,DC110V,410*8*10*16-3C,有,富士,海1387,10米,
爱默生电梯（上海）有限公司,DZE-14EB2S,,,,AC220V,,,,,,
安徽佰捷机电,方型制动器,,,,DC110V,WYT-TA.3,,,,,
安徽博士,S1.0B-H,,BCW,,AC220V,400*4*10*16,无,蓝光一体化,海1387,7米,4米
安徽博士,S1.0D-H,,BWW,,AC220V,400*5*10*16,无,蓝光一体化,海1387,7米,4米
安徽博士,S1.5C-H,,BCW,,AC220V,400*5*10*16,无,蓝光一体化,海1387,7米,8米
安徽博士,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,
安徽博士,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽博士,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽博士,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽博士,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽博士（安徽博仕通）,TA1.0A-H,,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,
安徽博士（安徽博仕通）,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,蓝光一体化,海1387,7米,
安徽博士（安徽博仕通）,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽博士（安徽博仕通）,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
安徽骏禹机电设备有限公司,TA1.0C-N,,MC,,DC110V,400*5*10*16,无,安川,多8192,10米,
鞍山市鑫宇机械有限公司,BLM-OT30D60V1.0,,TA,,,∮600*4*∮13*24,,无,无,无,
鞍山鑫宇机械有限公司,BLM-OT30D60V1.0,,TA,,,600*4*13*24,,无,无,20米,
傲途电梯(苏州)有限公司,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
傲途电梯(苏州)有限公司,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
傲途电梯(苏州)有限公司,U1.0ES-H,,MM,,DC110V,480*7*10*14-2K,无,默纳克,海1387,7米,
奥克斯快速,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,8米,
奥克斯快速,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥克斯快速,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,蓝光一体化,海1387,8米,
奥克斯快速电梯（苏州）有限公司,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥利夫,S1.0D-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,7米,4米
奥利夫,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体化,海1387,7米,
奥利夫,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
奥利夫,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,
奥利夫,TA1.0C-H,,MC,,DC220V,400*5*10*16,无,蓝光一体化,海1387,7米,
奥利夫,TA1.0DL-H,,MC,,DC220V,480*5*10*16,有,蓝光一体化,海1387,7米,
奥利夫,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,
奥利夫,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,7米,
奥玛斯电梯（苏州）,T1.0AM-H,,MC,,DC110V,325*4*8*12,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,T1.0AM-H,,MC,,DC110V,325*4*8*12,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA0.5D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0A-H,,MC,,DC110V,400*4*10*16,无,富士,海1387,7米,
奥玛斯电梯（苏州）,TA1.0A-H,,MC,,DC110V,400*4*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0B-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0B-H,,MC,,DC110V,400*4*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州),TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0C-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,7米,
奥玛斯电梯（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,
奥玛斯电梯（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.0E-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.5A-H,,MC,,DC110V,400*4*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.5B-H,,MC,,DC110V,400*4*10*16,有,富士,海1387,7米,
奥玛斯电梯（苏州）,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,
奥玛斯电梯（苏州）,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,富士,海1387,7米,
奥玛斯电梯（苏州）,TA1.5D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.5D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.75C-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.75D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.75D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA1.75E-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA2.0C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,TA2.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U1.0DS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U1.0ES-H,,MM,,DC110V,480*7*12*18,无,富士,海1387,10米,
奥玛斯电梯（苏州）,U1.0ES-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U1.0ES-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U1.75DS-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U1.75ES-H,,MM,,DC110V,480*7*12*18,有,富士,海1387,7米,
奥玛斯电梯（苏州）,U1.75FS-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U2.0ES-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U2.0FS-H,,MM,,DC110V,480*7*12*18,有,默纳克,海1387,7米,
奥玛斯电梯（苏州）,U2.5ES-H,,MM,,DC110V,480*7*12*18,无,默纳克,海1387,7米,
奥玛斯电梯（苏州),Y3.0C1-H,,CWW,,AC220V,410*7*10*16-3C,有,默纳克,海1387,7米,
奥瑞斯电梯,TA1.5C-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,8米,
白玉雄,曳引轮,,,,,400*5*10*16,,,,,
百斯特济南分公司,DZE-16E3B2,,,,AC220V,,,,,,
北方崇友,S1.0C-N,,BCC,,DC110V,400*5*10*16,无,安川,多8192,7米配,4米
北方个人,DZE-14EAS,,,,DC110V,,,,,,
北方个人,DZE-14EB2,,,,AC220V,,,,,,
北方个人,DZE-14EB2S,,,,AC220V,,,,,,
北方个人,DZE-16E3B2,,,,AC220V,,,,,,
北方个人,S1.0C-H,,BCC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,
北方个人,S1.0C-N,,BCC,,AC220V,400*5*10*16,有,安川,多8192,7米,
北方个人,S1.0D-H,,BCC,,DC110V,400*5*10*16,有,CV,海1387,7米,
北方个人,S1.75C-H,,BCC,,DC110V,400*5*10*16,有,安川,海1387,7米,
北方个人,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,10米,
北方个人,S1.75D-H,,BCC,,DC110V,400*5*10*16,有,CV,海1387,10米,
北方个人,S2.0D-N,,BWW,,AC220V,400*5*10*16,有,安川L1000A,多8192,7米,
北方个人,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,10米,
北方个人,方型制动器（左）,,,,DC220V,WYT-TA.3-YA,,,,,
北方个人,方型制动器（左）,,,,DC110V,WYT-TA.3-YA,,,,,
北方个人,方型制动器（左）,,,,DC110V,WYT-TA.3,,,,,
北方个人,方型制动器（左）,,,,DC220V,WYT-TA.3,,,,,
北方个人,曳引轮,,,,,400*5*10*16,,,,,
北方个人,曳引轮,,,,,410*6*10*16-8B,,,,,
北方个人,曳引轮,,,,,410*6*10*16-3C,,,,,
北方个人,曳引轮,,,,,410*10*10*14-3F(A),,,,,
北方个人,曳引轮,,,,,480*8*12*18-3D,,,,,
北方沈富（北京）机电设备安装有限公司辉县市分公司,TA1.5D-N,,MC,,DC220V,400*5*10*16,有,富士LIFT,多8192,7米,
北方升华,DZE-14EB2S,,,,AC220V,,,,,,
北方升华,曳引轮,,,,,400*4*10*16,,,,,
北方升华,曳引轮,,,,,400*5*10*16,,,,,
北京安保特,DZE-14EB2S,,,,AC220V,,,,,,
北京安磐科技有限公司,BLM-OT45D52V1.0,,TA,,,∮520*5*∮13*20,无,无,无,20米,
北京安磐科技有限公司,BLM-OT45D60V1.0,,TA,,,∮600*5*∮13*20,无,无,无,20米,
北京百斯特,DZE-14EB2S,,,,AC220V,,,,,,
北京百斯特尔,曳引轮,,,,,400*5*10*16,,,,,
北京北安时代,S1.5D-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,7米,
北京创业鑫海,DZE-14EB2S,,,,AC220V,,,,,,
北京多嘉通,TA1.75E(S)-H,,MC,,,,,,,,
北京多嘉通,U1.0ES-H,,MM,,,,,,,,
北京航天金羊,DZE-14EB2,,,,AC220V,,,,,,
北京航天金羊,DZE-14EB2S,,,,AC220V,,,,,,
北京航天金羊,S1.0B-H,,BCC,,AC220V,400*4*10*16,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.0B-H,,BCC,,AC220V,400*4*10*16,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.0B-H,,BCC,,AC220V,400*4*10*16-3AF,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,8米
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.0C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,8米
北京航天金羊,S1.0D-H,,BWW,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.0D-H,,BWW,,AC220V,400*5*10*16-3N,无,CV,海1387,10米,7米
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3T,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,12米,12米
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.0D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,8米
北京航天金羊,S1.5C-H,,BCC,,AC220V,400*5*10*16,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.5C-H,,BCC,,AC220V,400*5*10*16-3T,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.5C-H,,BCC,,AC220V,400*5*10*16-3T,无,蓝光一体化,海1387,10米,10米
北京航天金羊,S1.5D-H,,BWW,,AC220V,V400*5*10*16,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.5D-H,,BCC,,AC220V,400*5*10*16-3AF,无,蓝光一体化,海1387,10米,7米
北京航天金羊,S1.75D-H,,BCC,,AC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,S2.5B-H,,BCW,,AC220V,400*4*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA0.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0B-H,,MC,,DC220V,400*4*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0B-H,,MC,,DC220V,400*4*10*16-2C,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,V400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16-2H,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,12米,
北京航天金羊,TA1.0C-H,,MC,,DC220V,400*5*10*16-2C,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0D-H,,MC,,DC220V,400*5*10*16-2J,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0D-H,,MC,,DC220V,400*5*10*16-2K,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0D-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.0D-H,,MC,,DC110V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,12米,
北京航天金羊,TA1.5C-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5D-H,,MC,,DC220V,V400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5D-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5D-H,,MC,,DC220V,400*5*10*16-3N,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.5D-H,,MC,,DC220V,400*5*10*16-2B,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75C-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75C-H,,MC,,DC110V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75D-H,,MC,,DC220V,400*5*10*16-3N,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75D-H,,MC,,DC220V,400*5*10*16,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75D-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75D-H,,MC,,DC220V,400*5*10*16-2C,有,蓝光一体化,海1387,10米,
北京航天金羊,TA1.75E-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,TA2.0D-H,,MC,,DC220V,400*5*10*16-3AF,有,蓝光一体化,海1387,10米,
北京航天金羊,U0.5ES-H,,MM,,DC220V,480*7*12*18-2A,有,蓝光一体化,海1387,10米,
北京航天金羊,U0.5FS-H,,MM,,DC220V,480*7*12*18-2A,无,蓝光一体化,海1387,10米,
北京航天金羊,U1.0ES-H,,MM,,DC220V,480*7*12*18-2A,有,蓝光一体化,海1387,10米,
北京航天金羊,U1.0ES-H,,MM,,DC220V,480*7*12*18-2A,无,蓝光一体化,海1387,10米,
北京航天金羊,Y3.0B3-H,,AWW,单,AC220V,480*6*10*16-3J,有,新时达,海1387,10米,
北京航天金羊,Y4.0B3-H,,AWW,单,AC220V,480*6*10*16-3J,有,CV,海1387,10米,
北京航天金羊,曳引轮,,,,,400*5*10*16,,,,,
北京航天金羊,曳引轮,,,,,400*5*10*16-3T,,,,,
北京航天金羊,曳引轮,,,,,400*5*10*16-2C,,,,,
北京华菱鑫奥,DZE-14EB2S,,,,AC220V,,,,,,
北京华菱鑫奥,DZE-16E3B2,,,,AC220V,,,,,,
北京金星鸿业,曳引轮,,,,,400*5*10*16,,,,,
北京京益恒安,DZE-14EB2S,,,,AC220V,,,,,,
北京利美亚,DZE-14EB2S,,,,AC220V,,,,,,
北京润海园,DZE-14EB2S,,,,AC220V,,,,,,
北京升华,DZE-14EB2S,,,,AC220V,,,,,,
北京升华技术,DZE-14EB2S,,,,AC220V,,,,,,
北京首都电梯厂,S1.0B-N,,BCC,,AC220V,400*4*10*16,无,,多8192,7米,4米
北京首都电梯厂,S1.0B-N,,BCC,,DC110V,400*4*10*16,无,安川L1000A,多8192,10米,7米
北京首都电梯厂,S1.0C-N,,BCC,,DC110V,400*5*10*16,无,安川L1000A,多8192,10米,4米
北京首都电梯厂,S1.0C-N,,BCC,,DC110V,400*5*10*16,无,安川L1000A,多8192,10米,7米
北京首都电梯厂,S1.0D-N,,BCC,,DC110V,400*5*10*16,有,安川L1000A,多8192,10米,
北京首都电梯厂,S1.5C-N,,BCC,,DC110V,400*5*10*16,无,安川L1000A,多8192,10米,7米
北京天弈谷能源技术有限公司,BLM-OT30D60V1.0,,TA,,,,,,,,
北京天弈谷能源技术有限公司,BLM-OT45D60V1.0,,TA,,,∮600*5*∮13*20,无,无,无,20米,
北京五方安信,DZE-14EB2S,,,,AC220V,,,,,,
北京鑫盛,DZE-14EB2S,,,,AC220V,,,,,,
北京兴业鑫海,DZE-14EB2,,,,AC220V,,,,,,
北京杏林伟业,S1.75C-H,,BCC,,AC220V,400*5*10*16,有,CV,海1387,8米,
波士顿（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,有,默纳克,海1387,7米,
波士顿（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,7米,
波士顿（苏州）,TA1.0D-H,,MC,,DC110V,400*5*10*16,无,默纳克,海1387,10米,
